scorer,,,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats
bodyparts,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 11 FR1 10-03-25,img00097.png,869.585376343975,201.14335159707585,1125.720875726378,137.4712500556874,764.6711181223687,248.8974277531172,654.6920336417887,303.1634233849824,598.2553981846489,411.6954146487127,554.8426016791568,536.8689779062149,430.3925850300794,549.1692702494378,292.91872804929864,552.0634511629145,113.47916915993122,652.6364297339715,770.459489609712,485.4971659479379,744.4118117064168,583.1759580852952,710.405121110448,672.8957375299789,,,959.3051557886585,371.9003484252336,898.5272406809695,350.9174967809124,691.592910671457,536.8689751461037,680.739711545084,629.4829410244869,,,,
labeled-data,RAT 11 FR1 10-03-25,img00157.png,894.909507638845,377.6887212926325,996.9295794267516,473.1968736047152,811.7016476699852,321.25208583549284,698.1048301472807,314.0166197512441,612.0027837447215,395.05383989482937,538.9245762938097,536.8689751461037,398.5565342593852,512.991937068083,263.9768650923596,505.0329243754095,169.19225938870176,649.0186994519584,,,751.647279170721,587.5172377358444,705.3402962315295,667.10736466258,,,941.9400371864612,533.9747887124042,895.6330542472698,490.56199220691207,702.4461097978299,513.7154836765078,667.7158725934362,621.5239283318133,,,927.469105017964,555.6811869651502
labeled-data,RAT 11 FR1 10-03-25,img00179.png,932.5470815188207,310.48473718957996,,,866.4739223502426,317.2478912042408,712.9306692460422,303.0560584229403,602.6913284146204,421.82190343542004,540.71875,551.962890625,381.46875,544.84375,222.40159551009663,564.9785021313407,133.025562915993,669.6761403130051,,,736.8502209785418,577.8084885629977,705.5525191041986,658.553934937427,,,923.203125,541.99609375,860.9788913082391,444.60315343542004,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img00309.png,,,,,,,825.2386164522618,318.19641256239896,769.9277208813409,475.1562634936591,,,581.4620005551529,619.3046875,350.95493594789986,685.8636164522618,,,,,,,,,,,,,,,,,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img00985.png,1002.0080307479681,399.99748055527164,,,932.7806643509055,368.8553582555735,809.2324937106944,300.57250320233396,681.7259961802717,418.716559297666,590.6302547641288,534.5485179126769,442.29430145035354,500.3202650586743,,,,,,,,,798.2141040255976,657.8806517470111,,,1136.1312047058755,447.5677598783096,982.3096158950302,475.8399994207592,779.0177203021003,491.33601533537967,765.671020664734,607.4551365452178,,,944.136956327334,590.6743391975151
labeled-data,RAT 11 FR1 10-03-25,img01027.png,899.4403555991073,314.7410900722408,,,880.221454869671,339.81712886464794,758.6287630145374,297.26811770337764,630.541015625,436.25390625,567.171875,546.865983024849,377.26935100891234,553.8718637618709,396.0147889141148,520.9552466969376,514.0763664328053,513.1385496103397,,,,,791.9029100697284,649.3604523922435,,,972.0968257380446,535.1468996309776,916.40625,450.3359375,750.23828125,503.84765625,,,,,,
labeled-data,RAT 11 FR1 10-03-25,img01560.png,963.6919264990117,176.3802438077438,1198.066298620137,95.19390204516102,892.9565367659659,236.54441080248486,775.3602314033906,270.9886293217604,678.455078125,457.0,636.8055540562601,561.5252484478999,479.541015625,562.6036067900604,322.42212286439354,570.080354250159,,,,,832.4835137210957,595.0535764612997,812.90625,678.25,,,1091.017578125,421.96875,997.0859375,383.25,796.330078125,525.21875,792.4104796241029,619.4925813322986,,,,
labeled-data,RAT 11 FR1 10-03-25,img01578.png,,,,,,,,,,,637.4802513890314,562.1110802340359,504.12299262400217,563.7177941950604,386.8328734692175,556.4875813704504,315.3341022036295,637.626636402185,864.0269198934785,497.0391648125458,836.712782556063,593.4420024740127,827.8758557704284,673.7777005252349,947.5760458667496,252.81864273682964,815.0221440822327,198.1903680619984,753.1636565827918,253.62199971734185,779.6744369396948,524.3533021499613,791.7247916473782,644.8568492267949,,,924.2786934318952,216.6675786137796
