scorer,,,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100,DLC_RtmposeS_ratOct2shuffle2_detector_best-40_snapshot_best-100
bodyparts,,,head,head,head,nose,nose,nose,spine1,spine1,spine1,spine2,spine2,spine2,spine3,spine3,spine3,tailbase,tailbase,tailbase,tail1,tail1,tail1,tail2,tail2,tail2,tail_tip,tail_tip,tail_tip,L_hip,L_hip,L_hip,L_backpaw,L_backpaw,L_backpaw,R_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_shoulder,R_hip,R_hip,R_hip,R_knee,R_knee,R_knee,L_knee,L_knee,L_knee,L_frontpaw,L_frontpaw,L_frontpaw,head,head,head,nose,nose,nose,spine1,spine1,spine1,spine2,spine2,spine2,spine3,spine3,spine3,tailbase,tailbase,tailbase,tail1,tail1,tail1,tail2,tail2,tail2,tail_tip,tail_tip,tail_tip,L_hip,L_hip,L_hip,L_backpaw,L_backpaw,L_backpaw,R_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_shoulder,R_hip,R_hip,R_hip,R_knee,R_knee,R_knee,L_knee,L_knee,L_knee,L_frontpaw,L_frontpaw,L_frontpaw
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2025-03-18 14-08-10,img01772.png,460.98828,422.1875,0.9999639,427.91797,562.25,0.49088234,515.45703,426.07812,0.39208308,634.1211,394.95312,0.6519259,738.1953,464.98438,0.81205595,814.0625,535.0156,0.9934908,901.60156,522.3711,0.9998903,921.0547,494.16406,0.99607533,920.08203,521.39844,0.9106559,649.6836,514.58984,0.7289617,626.33984,611.85547,0.7216088,616.6133,579.7578,0.8481718,460.98828,535.0156,0.9789994,451.26172,578.78516,0.6022787,522.2656,544.7422,0.49076524,788.77344,493.1914,0.9856472,626.33984,579.7578,0.97451496,669.1367,598.2383,0.99619746,460.98828,596.29297,0.9858656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img02207.png,875.35547,357.9336,0.9980926,923.8711,384.6172,0.82873917,824.41406,357.9336,0.8076272,695.84766,399.17188,0.6934279,671.58984,458.60352,0.9946827,584.2617,526.5254,0.990724,439.92773,480.43555,0.98040354,359.87695,605.3633,0.9972224,443.5664,639.3242,0.45028898,318.63867,182.06445,0.9496226,775.89844,539.8672,0.35395372,797.73047,609.00195,0.9937443,875.35547,421.0039,0.5364118,912.9551,448.9004,0.54336846,910.5293,422.2168,0.9050392,813.49805,514.3965,0.99964964,740.7246,581.10547,0.7659218,751.6406,559.27344,0.9946774,908.1035,542.29297,0.9753734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img01245.png,650.2012,447.48438,0.99999213,570.1172,591.1465,0.9036669,707.0547,402.2461,0.773537,759.6289,346.61523,0.5603509,804.25586,373.51367,0.79824513,624.5254,534.9043,0.61589485,699.1074,437.70312,0.9984669,556.05664,435.2578,0.98113567,636.1406,644.33203,0.9576221,836.0449,487.83203,0.9888469,678.9336,566.69336,0.7072176,798.1426,557.52344,0.6897856,739.4551,556.9121,0.8526034,568.2832,591.1465,0.95506924,865.3887,509.22852,0.8561304,780.41406,445.6504,0.905105,851.93945,541.6289,0.99986136,851.93945,541.6289,0.78876346,678.9336,600.3164,0.9999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img06846.png,895.75,452.125,0.9988146,1013.875,601.75,0.99555224,828.8125,381.25,0.9985655,718.5625,368.125,0.85321087,626.6875,431.125,0.9999951,551.875,542.6875,0.9975744,462.625,524.3125,0.97716206,387.8125,477.0625,0.51663166,432.4375,541.375,0.77997947,541.375,483.625,0.9587793,757.9375,555.8125,0.993004,754.0,593.875,1.0,908.875,368.125,0.9983253,958.75,608.3125,0.9582206,869.5,568.9375,0.9342453,740.875,487.5625,0.740057,698.875,575.5,0.9995776,723.8125,566.3125,0.99994266,960.0625,588.625,0.8344076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00466.png,579.2031,418.44922,0.9717496,627.06445,481.77344,0.60363424,492.3164,385.31445,0.38843986,419.41992,369.85156,0.73201746,305.28906,416.97656,0.67813593,286.14453,601.0586,0.6920309,429.72852,619.4668,0.59011704,513.6699,524.48047,0.8362255,638.8457,576.02344,0.60339785,482.74414,311.68164,0.9999788,431.9375,615.78516,0.9295874,410.58398,612.83984,0.9890049,560.7949,538.4707,0.830741,583.6211,596.6406,0.6571736,553.43164,528.89844,0.997914,382.60352,519.3262,0.98102945,342.8418,590.75,0.65088105,465.07227,681.31836,0.7771621,553.43164,530.3711,0.99612916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img01886.png,884.2363,400.04688,0.8909579,941.61914,503.77734,0.59556484,805.8867,379.08008,0.86201566,706.5703,366.9414,0.99962986,611.66797,405.56445,0.779999,532.21484,472.8789,0.8352761,447.24414,496.05273,0.67831933,411.93164,504.88086,0.667376,467.10742,512.60547,0.6353252,836.78516,459.63672,0.9999999,712.0879,569.9883,0.9139117,680.08594,590.9551,0.9992078,887.5469,542.4004,0.8792609,905.2031,562.2637,0.97383595,870.99414,523.6406,0.9742692,670.1543,483.91406,0.9947536,629.3242,550.125,0.61856157,676.7754,560.05664,0.8519938,887.5469,569.9883,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img07994.png,898.46094,436.87305,0.99889743,1009.8574,579.72266,0.8538294,825.0703,377.89844,0.6059425,711.05273,364.79297,0.8005917,618.0039,427.69922,0.9995639,565.58203,520.74805,0.99858725,477.7754,503.71094,0.7159454,401.76367,456.53125,0.99997485,476.46484,519.4375,0.8306926,725.46875,480.1211,0.9868439,771.3379,552.2012,0.8941003,756.9219,596.75977,0.8924923,945.6406,570.5488,0.81149703,940.39844,584.96484,0.71973836,859.14453,565.30664,0.9998977,730.71094,485.36328,0.9502413,712.3633,573.1699,0.85688156,737.2637,562.68555,0.9995473,945.6406,584.96484,0.9999554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,2025-03-18 14-08-10,img00179.png,534.5781,420.35938,0.6630908,609.9336,525.5586,0.7979959,470.41406,377.08594,0.7721877,343.57812,344.2578,0.98967,290.60547,423.34375,0.57319075,264.4922,536.75,0.77061474,368.19922,586.7383,0.55500257,476.3828,600.16797,0.77095926,639.77734,612.10547,0.8637241,268.22266,491.98438,0.99646914,416.6953,609.8672,0.9997509,402.51953,621.8047,0.62498254,489.8125,491.98438,0.93612087,559.1992,581.5156,0.9056139,489.8125,516.60547,0.7457613,394.3125,484.52344,0.6223111,348.80078,598.6758,0.99820673,639.03125,600.16797,0.45018068,340.59375,569.5781,0.9961504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
