scorer,,,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80
bodyparts,,,head,head,head,nose,nose,nose,spine1,spine1,spine1,spine2,spine2,spine2,spine3,spine3,spine3,tailbase,tailbase,tailbase,tail1,tail1,tail1,tail2,tail2,tail2,tail_tip,tail_tip,tail_tip,L_hip,L_hip,L_hip,L_backpaw,L_backpaw,L_backpaw,R_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_shoulder,R_hip,R_hip,R_hip,R_knee,R_knee,R_knee,L_knee,L_knee,L_knee,L_frontpaw,L_frontpaw,L_frontpaw
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,ai7,img086.png,547.25,450.46094,0.9992581,563.5,360.3203,0.30664727,561.0,446.70508,0.87740964,577.25,410.39844,0.67330027,642.25,506.79883,0.51502615,664.75,541.8535,0.74257624,716.0,531.8379,0.88652235,504.75,480.5078,0.99210924,1114.75,533.08984,0.5119439,628.5,546.8613,0.5277136,604.75,619.4746,0.90816164,574.75,560.6328,0.64084274,574.75,544.3574,0.9508653,508.5,422.91797,0.72382534,1137.25,546.8613,0.93759644,561.0,402.88672,0.44347763,604.75,580.66406,0.69412863,628.5,581.916,0.9177689,573.5,621.9785,0.997552
labeled-data,ai7,img149.png,926.1953,345.31055,0.4205521,1083.2031,215.37305,0.9977596,886.94336,396.74414,0.98327637,797.6113,463.0664,0.9949033,731.28906,556.459,0.5554333,682.5625,620.0742,0.9901272,544.5039,607.8926,0.96526575,470.06055,603.83203,0.8322245,468.70703,659.3262,0.6593997,794.9043,602.4785,0.8131206,846.3379,663.3867,0.99991596,790.84375,710.75977,0.9611402,785.4297,411.6328,0.89073044,1092.6777,406.21875,0.9944517,1016.88086,412.98633,0.4528404,807.08594,606.53906,0.9054393,746.17773,670.1543,0.9998659,782.72266,649.85156,0.67079836,1112.9805,398.09766,0.7665869
labeled-data,ai7,img010.png,773.5703,436.41406,0.9994086,788.52734,524.1797,0.9725519,685.96484,411.79688,0.49934772,712.6738,383.96875,0.9985721,663.5293,443.90625,0.8212799,1063.0957,435.34375,0.9083457,1118.6504,423.5703,0.954787,1111.1719,435.34375,0.51521957,1039.5918,725.39844,0.88510394,774.6387,483.5078,0.7849885,712.6738,540.2344,0.97949606,663.5293,542.375,0.98415077,814.16797,526.3203,0.7097155,744.7246,542.375,0.50298804,684.8965,524.1797,0.54180235,633.61523,429.9922,0.9939511,683.8281,527.3906,0.9173989,685.96484,524.1797,0.8028511,712.6738,549.8672,0.9943136
labeled-data,ai7,img062.png,709.98047,468.29297,0.77167195,624.69727,613.63477,0.785151,746.0156,410.63672,0.9997875,776.0449,384.21094,0.9411286,826.49414,440.66602,0.84792703,826.49414,515.1387,0.610634,862.5293,542.7656,0.76758814,995.8594,622.04297,0.5769918,969.4336,523.5469,0.5236252,816.88477,493.51758,0.7144588,797.666,560.7832,0.5298519,792.8613,552.375,0.65449154,771.24023,513.9375,0.70287186,619.8926,450.2754,0.841911,659.53125,512.7363,0.9999528,696.7676,389.01562,0.74566483,760.4297,528.35156,0.49072838,791.66016,548.7715,0.63336915,740.00977,605.22656,0.9956196
labeled-data,ai7,img044.png,846.16406,171.72266,0.848354,933.22266,69.52344,0.9999572,794.4336,249.94922,0.68641984,764.15234,310.51172,0.9833423,727.5625,396.3086,0.9598933,727.5625,483.3672,0.9458005,637.98047,498.5078,0.8809555,573.6328,498.5078,0.74723095,345.26172,470.75,0.59097695,823.4531,472.01172,0.85496014,810.83594,543.9297,0.9647391,727.5625,593.1367,0.61958486,928.1758,280.23047,0.99993086,919.34375,256.2578,0.664053,819.66797,256.2578,0.9993747,761.6289,465.70312,0.91772765,730.08594,537.6211,0.2897476,786.8633,526.2656,0.6868001,969.8125,254.9961,0.8696122
labeled-data,ai7,img121.png,890.09375,368.16406,0.7884317,1055.6152,282.03906,0.99999547,853.75977,416.60938,0.5903071,754.17773,462.36328,0.3336751,711.11523,563.291,0.9679987,649.2129,629.23047,0.75670356,559.0508,611.7363,0.9145773,485.0371,602.3164,0.9979924,781.0918,657.49023,0.5543209,806.66016,598.2793,0.9739381,836.2656,658.83594,0.99135417,779.7461,711.31836,0.992034,1003.1328,443.52344,0.94056946,1104.0605,438.14062,0.9791685,969.49023,443.52344,0.84754926,779.7461,623.84766,0.9629814,758.21484,681.7129,0.9971391,795.89453,648.0703,0.7063423,1101.3691,408.53516,0.83860904
labeled-data,ai7,img107.png,913.90234,373.27734,0.9953284,1046.6816,256.9668,0.98117435,854.2031,420.625,0.8675879,763.625,480.32422,0.42818275,695.6914,553.4043,0.3359029,653.49023,605.89844,0.9736936,590.7031,605.89844,0.99979895,571.1465,741.7656,0.95398265,720.39453,676.9199,0.69732237,567.0293,614.1328,0.85486,829.5,648.0996,0.9064064,793.4746,702.65234,0.9991732,990.0703,432.97656,0.77062815,1081.6777,454.5918,0.9453608,907.72656,444.29883,0.861756,768.7715,622.3672,0.6700205,746.12695,675.8906,0.99996424,795.5332,635.74805,0.9960692,1091.9707,465.91406,0.95273525
labeled-data,ai7,img080.png,525.9238,435.41016,0.36360154,586.74805,456.5664,0.88579494,553.6914,434.0879,0.9999455,557.6582,406.3203,0.64945877,611.8711,508.13477,0.47446996,643.60547,522.6797,0.9543739,737.4863,508.13477,0.9400252,480.9668,469.78906,0.9990538,1144.7441,525.3242,0.9167524,611.8711,537.2246,0.8488234,586.74805,604.66016,0.74586916,555.0137,562.34766,0.73293954,525.9238,498.8789,0.97203976,759.96484,415.57617,0.6816673,610.5488,525.3242,0.9604649,511.3789,525.3242,0.6437161,582.78125,563.6699,0.79414546,617.16016,576.8926,0.99869835,504.76758,591.4375,0.84913695
labeled-data,ai7,img016.png,734.5117,458.7461,0.8443016,732.33203,542.81445,0.56654084,708.35547,408.52344,0.9860892,715.9844,392.14648,0.54862934,718.16406,468.57227,0.89954954,753.03906,487.1328,0.4250383,821.6992,433.63477,0.8744934,1103.9688,431.45117,0.63425624,1030.9492,692.3906,0.6793061,731.2422,483.85742,0.58234614,694.1875,542.81445,0.6062691,670.21094,551.5488,0.70385426,774.83594,518.7949,0.51714015,717.0742,552.6406,0.6284568,670.21094,541.72266,0.514084,647.3242,468.57227,0.99939585,694.1875,541.72266,0.97774464,697.45703,542.81445,0.7154338,760.66797,570.1094,0.59574497
labeled-data,ai7,img029.png,823.9336,201.22266,0.9999821,748.3633,336.8047,0.60300046,785.0371,214.5586,0.83417416,721.6914,324.58008,0.99130285,725.0254,403.48438,0.99966145,708.35547,467.9414,0.9910034,659.45703,480.16602,0.7302347,1085.0957,556.84766,0.6822238,1027.3066,640.19727,0.5079282,802.81836,459.05078,0.950625,827.2676,535.7324,0.98956585,725.0254,563.5156,0.92067593,827.2676,267.90234,0.91180384,936.17773,245.67578,0.9996339,813.93164,266.79102,0.99988747,745.0293,450.16016,0.9546885,722.80273,517.9512,0.9933257,785.0371,517.9512,0.71018237,936.17773,245.67578,0.95418024
labeled-data,ai7,img096.png,815.2656,498.35938,0.9993987,941.7344,538.22656,0.9173629,758.6875,482.85547,0.7901023,662.1719,405.33594,0.7518684,600.0469,466.24414,0.9909881,583.40625,562.58984,0.73449683,624.4531,612.4238,0.94297665,1114.7969,579.2012,0.5754637,1119.2344,513.8633,0.94382757,563.4375,729.81055,0.9772568,651.0781,611.3164,0.6821987,674.375,626.8203,0.834602,869.625,595.8125,0.99908686,803.0625,664.47266,0.95464927,798.625,560.375,0.9916549,685.46875,538.22656,0.95446134,651.0781,616.8535,0.96269506,623.34375,609.10156,0.9434731,914.0,635.6797,0.816944
labeled-data,ai7,img140.png,885.3672,355.58203,0.95209414,1084.6719,285.72266,0.9994062,828.8633,418.25,0.5692768,754.89453,486.0547,0.52680844,714.8281,571.3242,0.9994961,674.7617,627.8281,0.7918437,595.65625,620.6367,0.6506513,577.16406,444.96094,0.79893714,1086.7266,681.25,0.90545493,572.02734,611.3906,0.9961584,832.97266,650.4297,0.7467309,798.04297,715.15234,0.9987941,1023.03125,430.57812,0.86749166,1085.6992,401.8125,0.5357053,943.9258,430.57812,0.9970847,785.71484,624.7461,0.66476816,750.78516,685.3594,0.9798947,817.5625,645.29297,0.99950004,1086.7266,397.70312,0.9304529
labeled-data,ai7,img093.png,757.43945,526.4453,0.6281262,878.3633,605.46484,0.69376254,635.31836,496.51367,0.99998844,610.1758,440.2422,0.5562485,581.4414,440.2422,0.9991253,608.9785,587.50586,0.8350997,746.66406,581.51953,0.71092653,771.80664,466.58203,0.8055104,1116.6191,631.8047,0.9974606,525.1699,577.92773,0.83627635,635.31836,648.5664,0.97992605,582.6387,668.9199,0.77201986,771.80664,587.50586,0.7240909,777.79297,666.5254,0.5204728,636.5156,588.7031,0.9548204,568.2715,417.49414,0.9591861,582.6387,640.18555,0.99978346,581.4414,631.8047,0.78322285,801.7383,652.1582,0.4991063
labeled-data,ai7,img157.png,910.1836,342.14062,0.6662923,1044.9785,239.54688,0.66951936,849.5781,430.07812,0.83132565,760.75977,487.65625,0.9230976,714.7832,575.59375,0.9978787,677.166,626.8906,0.9825638,582.0781,619.5625,0.55690694,562.2246,633.1719,0.9894265,772.2539,657.25,0.83437943,809.8711,617.46875,0.9983632,824.5,659.34375,0.9754193,813.00586,708.5469,0.9556415,720.0078,418.5625,0.9987042,1080.5059,391.34375,0.98153585,936.30664,433.21875,0.9456104,775.3887,639.4531,0.9412128,752.4004,679.2344,0.8530003,807.78125,659.34375,0.61071014,1090.9551,389.25,0.5982401
labeled-data,ai7,img025.png,768.37695,245.3789,0.76291275,833.2754,170.4961,0.9999999,714.71094,304.0371,0.99912065,676.0215,352.71094,0.59130144,677.26953,422.60156,0.671562,657.3008,481.25977,0.99461067,541.2324,492.4922,0.82069135,1080.3887,460.04297,0.5934402,1015.49023,496.23633,0.799388,705.9746,460.04297,0.8924072,717.20703,529.9336,0.9948978,676.0215,542.41406,0.9784937,793.3379,307.78125,0.6722137,793.3379,244.13086,0.9999999,699.7344,305.28516,0.931395,676.0215,460.04297,0.9283639,673.5254,514.95703,0.99999833,695.99023,514.95703,0.981556,828.2832,317.76562,0.9943862
