scorer,,,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80,DLC_RtmposeS_ratOct2shuffle1_detector_best-50_snapshot_best-80
bodyparts,,,head,head,head,nose,nose,nose,spine1,spine1,spine1,spine2,spine2,spine2,spine3,spine3,spine3,tailbase,tailbase,tailbase,tail1,tail1,tail1,tail2,tail2,tail2,tail_tip,tail_tip,tail_tip,L_hip,L_hip,L_hip,L_backpaw,L_backpaw,L_backpaw,R_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_shoulder,R_hip,R_hip,R_hip,R_knee,R_knee,R_knee,L_knee,L_knee,L_knee,L_frontpaw,L_frontpaw,L_frontpaw
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,2025-03-18 12-58-46,img128510.png,383.0664,436.82812,0.7552498,595.9961,763.9375,0.8620314,788.8672,273.27344,0.36829588,614.5117,436.82812,0.9577593,688.5742,648.21484,0.9369351,935.4492,544.83594,0.568077,697.83203,817.9414,0.99732286,963.22266,659.0156,0.9978726,1034.1992,692.96094,0.8546358,674.6875,831.8281,0.6149197,787.3242,237.78516,0.5368672,674.6875,696.0469,0.55892444,933.90625,544.83594,0.9356054,683.9453,213.09766,0.9869659,1029.5703,705.3047,0.9854575,685.4883,830.28516,0.8690675,461.7578,216.1836,0.9503977,799.66797,697.58984,0.8209682,383.0664,217.72656,0.95087266
labeled-data,2025-03-18 12-58-46,img069191.png,850.1836,334.64844,0.77566856,886.2637,412.69922,0.9969753,786.8594,310.3496,0.9912014,733.84375,305.1953,0.9248927,680.0918,356.00195,0.9544373,635.9121,419.32617,0.89740026,569.6426,431.84375,0.9681949,512.209,457.61523,0.9648143,661.6836,484.12305,0.56799227,515.8906,399.4453,0.990177,775.81445,456.8789,0.975657,752.25195,468.66016,0.78792346,850.1836,438.4707,0.4031662,870.8008,456.8789,0.9869019,841.34766,414.9082,0.555836,733.84375,401.6543,0.51341707,718.38086,450.25195,0.9999751,736.05273,448.7793,0.81397974,833.9844,456.8789,0.62788314
labeled-data,2025-03-18 12-58-46,img012645.png,685.4336,373.2422,0.9975586,525.6094,492.6211,0.8647464,541.91797,373.2422,0.7548944,596.71484,309.96484,0.7573644,646.9453,387.59375,0.5999401,673.6914,441.08594,0.84492576,738.27344,453.48047,0.7379545,783.28516,515.4531,0.9394181,852.4336,573.5117,0.5554144,536.6992,398.03125,0.9229126,528.21875,468.48438,1.0,528.21875,461.3086,0.78617144,528.8711,388.2461,0.91213465,738.27344,473.70312,0.844332,853.08594,368.67578,0.98615813,658.03516,388.2461,0.80815977,681.51953,454.78516,0.9896932,575.83984,465.22266,0.5591211,526.91406,385.63672,0.8557765
labeled-data,2025-03-18 12-58-46,img058506.png,894.5156,350.92188,0.99991024,970.13086,408.28516,0.8654995,835.41406,321.3711,0.9998677,746.7617,318.76367,0.8711136,691.1367,364.82812,0.99514455,656.3711,441.3125,0.38858467,577.2793,485.63867,0.9834511,528.6074,498.67578,0.8938466,674.62305,451.7422,0.38966313,659.84766,416.97656,0.99998534,812.8164,484.76953,0.99283314,812.8164,508.23633,0.7496947,929.28125,461.30273,0.91640115,926.6738,497.80664,0.9990351,874.5254,453.48047,0.77563125,781.52734,433.49023,0.9872644,771.9668,489.11523,0.9999807,770.2285,481.29297,0.87959725,935.36523,496.9375,0.9998343
labeled-data,2025-03-18 12-58-46,img017450.png,714.46875,163.74219,0.89625555,717.5918,25.546875,0.98205364,731.125,271.8047,0.9762046,716.5508,325.83594,0.999998,715.50977,400.64844,0.7874904,695.73047,481.6953,0.99637693,628.06445,530.53125,0.73830104,653.0488,537.8047,0.7322745,506.26562,535.72656,0.9972479,691.5664,414.15625,0.96452224,694.68945,450.52344,0.7063754,812.3242,448.4453,0.99999666,687.40234,221.92969,0.6649616,801.91406,198.03125,0.767292,801.91406,199.07031,0.9955444,812.3242,405.84375,0.9781029,788.38086,461.95312,0.96182084,765.4785,461.95312,0.99921644,510.4297,122.17969,0.58354574
labeled-data,2025-03-18 12-58-46,img003504.png,911.5703,266.9121,0.47966918,1034.166,375.33008,0.9331148,818.16406,263.57617,0.982454,760.61914,306.10938,0.9717371,725.5918,405.35352,0.9999776,701.40625,473.74023,0.99350727,625.5137,461.23047,0.97590977,610.50195,461.23047,0.99998343,724.7578,495.42383,0.9677407,842.3496,192.6875,0.9766044,874.875,475.4082,0.6644698,854.0254,543.7949,0.9929376,974.9531,353.64648,0.9482179,994.13477,399.51562,0.96314794,905.7324,397.01367,0.9426222,818.16406,462.89844,0.87708896,818.16406,514.60547,0.98999727,843.1836,469.5703,0.6389885,984.12695,389.5078,0.804842
labeled-data,2025-03-18 12-58-46,img060022.png,423.95312,386.23438,0.39279953,421.10547,500.375,0.990316,494.1953,339.62695,0.9811395,594.8125,324.4082,0.44026986,655.5625,379.57617,0.64823276,729.60156,442.35352,0.7746459,777.0625,441.40234,0.9982278,832.1172,485.15625,0.9998068,845.40625,432.8418,0.7631922,586.26953,453.76758,0.99822813,578.6758,556.49414,0.9999938,563.4883,517.4961,0.7783038,462.8711,470.88867,0.9802524,474.26172,507.0332,0.9604964,528.3672,483.2539,0.9858496,734.34766,446.1582,0.78387994,583.4219,505.13086,0.8112506,615.6953,526.05664,0.98843807,423.0039,527.0078,0.9983543
labeled-data,2025-03-18 12-58-46,img054988.png,682.47656,329.48047,0.9992465,698.44336,414.42383,0.6705528,661.4004,280.9414,0.9998498,581.5664,302.65625,0.66311306,555.38086,378.6582,0.66993487,558.5742,464.24023,0.58733016,612.22266,539.6035,0.4452879,641.60156,567.0664,0.877504,772.5293,561.95703,0.9818563,541.3301,385.6836,0.6566607,609.66797,455.9375,0.67960036,646.07227,459.76953,0.9876714,731.0156,386.96094,0.96848327,697.8047,401.01172,0.5638514,682.47656,379.93555,0.99844307,657.56836,395.90234,0.994056,637.76953,450.82812,0.9996258,645.4336,464.24023,0.643603,763.5879,402.28906,0.54236805
labeled-data,2025-03-18 12-58-46,img050169.png,766.0176,247.16406,0.587708,870.6953,335.5586,0.81679565,718.71875,269.6504,0.5826318,672.9707,287.48438,0.67416656,643.50586,361.92188,0.9719792,608.6133,420.07617,0.80782795,561.31445,444.88867,0.89444214,518.66797,513.12305,0.46884015,563.6406,413.87305,0.89643484,797.0332,368.9004,0.960642,766.0176,407.66992,0.5245049,772.9961,444.88867,0.78622186,842.00586,257.24414,0.5290426,862.9414,382.85742,0.41059044,832.7012,302.9922,0.7024732,729.5742,382.85742,0.51157,719.49414,436.35938,0.5252471,738.8789,410.77148,0.5686078,862.166,365.79883,0.5490481
labeled-data,2025-03-18 12-58-46,img082444.png,487.67188,358.45703,0.9432133,481.22656,411.3086,0.8841247,544.3906,319.14062,1.0,611.4219,318.4961,0.7532382,675.875,345.5664,0.98872465,701.65625,432.57812,0.9998697,681.03125,482.85156,0.9986565,644.9375,508.6328,0.6278737,581.77344,550.52734,0.49740985,628.1797,405.5078,0.79649025,581.77344,453.20312,0.953247,644.9375,432.57812,0.9845333,525.0547,410.66406,0.5098209,480.58203,459.64844,0.5300449,777.0664,410.66406,0.99980944,699.0781,404.86328,0.9385138,695.21094,439.02344,0.9873411,606.2656,450.625,0.6764232,514.09766,426.77734,0.6723173
labeled-data,2025-03-18 12-58-46,img094164.png,893.6133,187.26953,0.99799573,1079.9766,82.06445,0.95296955,830.49023,252.39648,0.95706534,784.4004,318.5254,0.7034473,757.34766,375.63672,0.9996966,712.25977,430.74414,0.9956483,634.1074,457.79688,0.9864944,635.1094,512.9043,0.9956649,722.2793,555.9883,0.9925068,859.5469,410.70508,0.9987889,864.55664,472.82617,0.7716772,846.5215,522.9238,0.6627292,1005.83203,248.38867,0.9999833,979.78125,402.68945,0.56732255,936.69727,334.55664,0.97643447,822.4746,429.7422,0.64221567,800.43164,483.84766,0.9993381,821.47266,462.80664,0.9928703,1051.9219,251.39453,0.9425398
labeled-data,2025-03-18 12-58-46,img081046.png,880.08594,184.09375,0.99478203,1039.7305,225.17188,0.6001507,815.66797,245.71094,0.8608281,778.3242,291.45703,0.9996865,738.1797,359.60938,0.71956825,702.7031,428.6953,0.999241,627.08203,433.36328,0.94096404,626.14844,416.5586,0.712936,670.96094,455.76953,0.8439197,833.40625,415.625,0.7707561,856.7461,467.90625,0.9994523,821.26953,509.91797,0.999864,969.71094,238.24219,0.9968556,964.1094,392.28516,0.9991818,918.3633,339.0703,0.89650786,788.59375,440.83203,0.71474975,778.3242,480.97656,0.99998784,807.2656,455.76953,0.69913435,1016.3906,216.76953,0.92074656
labeled-data,2025-03-18 12-58-46,img111413.png,864.1289,408.6211,0.87476665,921.05273,525.8672,0.88202506,801.2578,363.5918,0.9565559,728.1914,329.60742,0.99999356,648.3281,366.14062,0.9038146,592.2539,436.6582,0.9827559,523.43555,435.8086,0.9566802,499.64648,418.8164,0.9816772,562.5176,479.13867,0.61260587,717.1465,448.55273,1.0,751.13086,544.5586,0.826313,699.3047,559.85156,0.9909547,919.3535,525.0176,0.570526,829.2949,585.33984,0.99483645,790.2129,532.66406,0.99253684,698.4551,449.40234,0.9959519,679.7637,508.875,0.96432054,688.25977,508.875,0.87676513,865.8281,559.00195,0.988357
labeled-data,2025-03-18 12-58-46,img070279.png,769.2422,346.67188,0.5270256,834.08594,424.71875,0.9776095,753.03125,324.5586,0.680628,670.6797,303.0957,0.99995184,635.66406,357.07812,0.9948774,649.28125,391.54883,0.4819015,747.84375,398.05273,0.74140066,834.7344,446.83203,0.9873819,847.0547,485.20508,0.931859,603.2422,389.59766,0.7430304,602.59375,466.99414,0.5710973,583.78906,403.90625,0.57125694,767.2969,345.3711,0.44535902,802.96094,423.41797,0.9958319,740.0625,359.6797,0.9998565,679.7578,368.13477,0.9487497,747.1953,407.8086,0.9878042,633.71875,455.9375,0.8963818,592.8672,431.22266,0.87081337
